idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
42,Masculino,42,2,0,10,Padrão,Trimestral,978,12,Não
43,Masculino,18,10,1,12,Padrão,Trimestral,610,20,Não
31,Feminino,29,1,3,20,Padrão,Anual,801,5,Não
48,Feminino,33,9,1,7,Prêmio,Anual,688,5,Não
23,Masculino,55,5,1,15,Padrão,Anual,813,3,Não
27,Masculino,29,10,0,20,Prêmio,Trimestral,787,4,Não
45,Feminino,55,3,4,3,Prêmio,Trimestral,994,13,Não
44,Feminino,28,5,3,17,Padrão,Anual,718,6,Não
42,Masculino,57,2,0,10,Básico,Anual,553,4,Não
46,Masculino,8,10,3,4,Padrão,Anual,671,30,Não
41,Masculino,37,9,1,0,Básico,Trimestral,989,5,Não
44,Masculino,35,4,3,13,Padrão,Trimestral,734,25,Não
28,Feminino,17,10,1,9,Prêmio,Anual,773,11,Não
47,Masculino,29,6,1,1,Padrão,Anual,695,15,Não
43,Masculino,47,4,4,3,Prêmio,Trimestral,812,7,Não
47,Feminino,52,2,0,17,Padrão,Trimestral,614,15,Não
26,Masculino,4,4,0,20,Padrão,Trimestral,899,19,Não
46,Feminino,26,4,2,14,Básico,Anual,621,13,Não
48,Masculino,17,10,4,1,Básico,Anual,765,15,Não
39,Masculino,28,5,3,16,Padrão,Trimestral,525,11,Não
44,Masculino,6,3,3,2,Prêmio,Anual,745,4,Não
49,Feminino,58,1,1,18,Padrão,Trimestral,704,13,Não
32,Feminino,39,10,1,2,Prêmio,Trimestral,828,5,Não
26,Masculino,30,4,1,1,Prêmio,Anual,923,22,Não
30,Masculino,31,7,1,11,Básico,Anual,894,3,Não
25,Masculino,27,8,0,10,Básico,Trimestral,825,17,Não
32,Feminino,26,7,1,18,Padrão,Anual,863,15,Não
49,Masculino,37,2,3,6,Padrão,Anual,844,14,Não
43,Feminino,56,4,4,13,Padrão,Anual,724,6,Não
31,Masculino,41,4,0,1,Padrão,Trimestral,929,25,Não
38,Masculino,37,4,1,13,Básico,Anual,750,22,Não
43,Feminino,34,10,4,20,Padrão,Anual,856,12,Não
25,Masculino,7,6,1,16,Básico,Trimestral,574,9,Não
34,Masculino,10,3,3,14,Básico,Anual,854,14,Não
29,Feminino,30,6,1,16,Padrão,Trimestral,593,3,Não
27,Feminino,26,2,1,0,Básico,Anual,748,1,Não
38,Masculino,25,4,3,6,Básico,Trimestral,824,18,Não
50,Masculino,25,4,3,5,Padrão,Anual,502,25,Não
50,Masculino,34,5,1,5,Prêmio,Trimestral,590,19,Não
31,Feminino,59,8,3,1,Prêmio,Anual,589,3,Não
37,Feminino,53,1,2,7,Padrão,Trimestral,554,11,Não
38,Masculino,35,5,3,13,Básico,Anual,951,29,Não
38,Masculino,34,1,0,16,Básico,Trimestral,697,19,Não
44,Feminino,28,9,4,9,Básico,Anual,914,12,Não
41,Masculino,52,6,2,4,Padrão,Trimestral,828,29,Não
28,Masculino,49,9,0,6,Padrão,Anual,574,24,Não
41,Masculino,52,3,4,0,Básico,Trimestral,975,8,Não
39,Masculino,55,3,3,14,Prêmio,Trimestral,649,28,Não
44,Feminino,9,6,4,20,Padrão,Anual,982,1,Não
22,Masculino,38,2,0,3,Prêmio,Trimestral,942,29,Não
49,Masculino,48,6,0,17,Prêmio,Anual,979,20,Não
31,Feminino,31,6,2,15,Padrão,Trimestral,759,14,Não
31,Feminino,57,9,1,15,Básico,Anual,795,1,Não
29,Masculino,17,10,2,2,Básico,Anual,644,30,Não
34,Feminino,5,7,2,17,Padrão,Anual,597,8,Não
46,Feminino,40,7,4,11,Prêmio,Anual,661,1,Não
25,Masculino,43,4,2,3,Prêmio,Trimestral,609,9,Não
49,Feminino,56,7,3,7,Prêmio,Anual,701,6,Não
36,Masculino,37,6,0,9,Padrão,Anual,859,2,Não
28,Masculino,10,4,0,14,Prêmio,Anual,584,21,Não
27,Masculino,34,6,1,0,Básico,Anual,768,3,Não
31,Feminino,29,7,0,14,Básico,Anual,536,1,Não
38,Feminino,60,9,3,6,Básico,Anual,699,5,Não
35,Masculino,39,7,2,16,Padrão,Anual,773,9,Não
46,Feminino,41,4,0,8,Básico,Anual,558,14,Não
38,Feminino,40,6,3,12,Prêmio,Trimestral,833,12,Não
35,Feminino,31,3,3,17,Básico,Trimestral,722,1,Não
49,Masculino,4,3,2,12,Padrão,Trimestral,619,18,Não
22,Masculino,2,10,2,12,Padrão,Trimestral,574,22,Não
47,Masculino,28,2,1,13,Padrão,Anual,667,29,Não
43,Masculino,50,4,4,3,Padrão,Anual,620,13,Não
41,Masculino,55,3,1,18,Básico,Anual,703,15,Não
30,Masculino,59,3,0,13,Básico,Trimestral,861,6,Não
28,Masculino,26,6,2,12,Básico,Anual,718,29,Não
41,Masculino,60,1,1,5,Padrão,Anual,519,15,Não
46,Feminino,47,10,0,20,Prêmio,Anual,925,12,Não
29,Feminino,34,1,2,1,Básico,Trimestral,818,4,Não
26,Masculino,44,3,0,17,Prêmio,Trimestral,615,27,Não
28,Feminino,59,8,2,0,Básico,Anual,851,8,Não
37,Feminino,34,9,3,3,Padrão,Anual,528,10,Não
38,Feminino,20,10,1,15,Prêmio,Anual,749,9,Não
23,Feminino,29,7,2,14,Básico,Trimestral,906,15,Não
36,Masculino,45,4,1,19,Prêmio,Anual,786,25,Não
32,Masculino,5,5,3,20,Padrão,Anual,915,7,Não
31,Masculino,28,3,1,14,Padrão,Trimestral,666,8,Não
46,Masculino,46,9,4,18,Prêmio,Trimestral,810,1,Não
24,Masculino,43,10,0,18,Básico,Anual,574,12,Não
26,Masculino,38,9,0,19,Prêmio,Anual,925,8,Não
39,Masculino,57,5,3,2,Prêmio,Trimestral,793,23,Não
48,Feminino,50,5,4,0,Prêmio,Trimestral,648,2,Não
22,Masculino,35,8,0,10,Prêmio,Trimestral,873,29,Não
45,Feminino,28,4,2,15,Prêmio,Trimestral,727,4,Não
31,Masculino,46,8,1,14,Básico,Trimestral,855,22,Não
25,Masculino,36,4,0,18,Padrão,Anual,982,14,Não
24,Masculino,38,2,2,9,Básico,Trimestral,786,17,Não
31,Feminino,10,10,0,1,Básico,Trimestral,825,8,Não
28,Masculino,49,5,0,0,Básico,Anual,876,24,Não
46,Masculino,26,7,3,9,Prêmio,Trimestral,613,15,Não
30,Feminino,43,4,0,3,Padrão,Trimestral,671,11,Não
45,Masculino,35,8,2,0,Básico,Anual,674,12,Não
50,Masculino,28,2,1,19,Padrão,Anual,666,19,Não
31,Feminino,11,3,0,2,Básico,Anual,948,10,Não
25,Masculino,55,4,1,18,Prêmio,Anual,600,24,Não
34,Feminino,51,1,0,2,Básico,Trimestral,526,4,Não
41,Masculino,45,2,4,13,Padrão,Trimestral,906,8,Não
35,Masculino,58,9,1,13,Padrão,Anual,990,16,Não
36,Masculino,36,1,2,0,Básico,Trimestral,511,10,Não
48,Masculino,38,10,4,14,Básico,Trimestral,501,7,Não
33,Masculino,39,2,0,12,Prêmio,Anual,625,14,Não
32,Masculino,33,1,3,16,Padrão,Anual,850,12,Não
36,Masculino,32,5,1,5,Padrão,Trimestral,922,23,Não
42,Feminino,29,7,2,1,Prêmio,Trimestral,762,8,Não
45,Masculino,9,4,4,2,Básico,Anual,589,15,Não
41,Masculino,47,5,0,10,Básico,Anual,791,15,Não
43,Masculino,7,1,4,9,Padrão,Trimestral,990,6,Não
38,Masculino,5,2,1,8,Padrão,Trimestral,576,19,Não
41,Feminino,3,10,1,14,Padrão,Trimestral,914,15,Não
26,Masculino,30,8,1,9,Prêmio,Anual,683,15,Não
21,Masculino,28,1,1,18,Padrão,Trimestral,572,7,Não
38,Masculino,57,6,1,17,Padrão,Anual,790,23,Não
32,Masculino,28,3,1,1,Padrão,Trimestral,528,2,Não
37,Masculino,11,3,2,17,Prêmio,Anual,628,13,Não
49,Feminino,27,8,3,6,Padrão,Anual,687,1,Não
25,Masculino,42,1,1,11,Padrão,Trimestral,781,13,Não
42,Masculino,48,7,3,19,Padrão,Anual,929,12,Não
21,Masculino,53,3,2,11,Prêmio,Trimestral,713,20,Não
40,Feminino,49,6,3,16,Básico,Anual,506,2,Não
48,Masculino,53,2,2,13,Padrão,Anual,780,20,Não
27,Feminino,56,1,1,20,Básico,Trimestral,600,10,Não
39,Masculino,20,10,0,0,Básico,Trimestral,565,25,Não
40,Feminino,8,1,2,12,Prêmio,Trimestral,774,4,Não
47,Masculino,29,5,3,6,Prêmio,Anual,583,6,Não
36,Masculino,48,7,2,12,Básico,Trimestral,801,10,Não
32,Feminino,59,7,3,1,Padrão,Anual,683,1,Não
33,Masculino,40,8,3,1,Básico,Anual,973,24,Não
41,Feminino,28,10,1,6,Padrão,Anual,860,12,Não
50,Masculino,53,3,2,6,Básico,Anual,541,24,Não
48,Masculino,48,7,2,18,Prêmio,Trimestral,713,5,Não
28,Feminino,10,7,2,19,Básico,Anual,826,15,Não
50,Masculino,39,9,0,1,Padrão,Anual,893,25,Não
34,Masculino,53,7,2,11,Básico,Trimestral,761,30,Não
48,Masculino,59,9,1,12,Básico,Trimestral,662,1,Não
50,Feminino,30,10,0,19,Básico,Anual,702,12,Não
31,Masculino,25,8,3,16,Básico,Trimestral,585,1,Não
22,Masculino,11,6,2,20,Básico,Trimestral,625,15,Não
20,Masculino,2,2,2,6,Padrão,Anual,592,1,Não
26,Masculino,25,2,0,17,Padrão,Anual,624,16,Não
29,Feminino,26,8,0,2,Básico,Anual,717,6,Não
47,Masculino,6,5,0,2,Padrão,Anual,957,27,Não
28,Feminino,25,5,2,20,Padrão,Anual,513,12,Não
18,Masculino,28,5,0,19,Padrão,Anual,895,28,Não
46,Masculino,11,2,3,2,Padrão,Trimestral,753,7,Não
39,Masculino,1,1,2,10,Prêmio,Trimestral,503,11,Não
33,Feminino,55,4,1,16,Prêmio,Trimestral,651,8,Não
32,Masculino,51,4,2,20,Padrão,Anual,909,17,Não
30,Feminino,55,10,3,3,Prêmio,Anual,922,6,Não
44,Masculino,47,3,2,15,Básico,Trimestral,975,13,Não
47,Masculino,28,2,3,14,Padrão,Anual,842,20,Não
34,Masculino,16,10,3,17,Prêmio,Anual,826,15,Não
39,Masculino,37,10,3,11,Básico,Trimestral,719,4,Não
43,Masculino,57,4,4,12,Padrão,Trimestral,789,15,Não
36,Masculino,11,6,1,18,Prêmio,Anual,666,23,Não
45,Feminino,38,3,4,2,Prêmio,Anual,860,12,Não
49,Masculino,39,7,2,7,Básico,Trimestral,964,8,Não
42,Masculino,49,5,4,2,Padrão,Anual,573,7,Não
37,Masculino,26,4,0,11,Básico,Anual,595,6,Não
20,Masculino,33,10,2,10,Básico,Trimestral,582,30,Não
26,Masculino,28,6,1,14,Prêmio,Trimestral,673,23,Não
50,Masculino,37,8,0,5,Básico,Trimestral,992,10,Não
31,Masculino,55,1,1,15,Básico,Anual,544,9,Não
36,Masculino,41,9,3,16,Prêmio,Anual,910,18,Não
18,Feminino,58,3,0,3,Básico,Trimestral,592,12,Não
31,Masculino,43,6,0,9,Padrão,Trimestral,666,29,Não
47,Feminino,49,1,0,8,Básico,Anual,587,6,Não
35,Feminino,40,3,0,0,Prêmio,Trimestral,748,7,Não
43,Feminino,56,7,1,9,Básico,Trimestral,982,5,Não
23,Masculino,9,4,2,11,Padrão,Trimestral,575,29,Não
28,Feminino,57,3,1,8,Prêmio,Anual,512,3,Não
30,Masculino,8,8,3,4,Prêmio,Trimestral,717,19,Não
25,Masculino,35,4,2,7,Básico,Trimestral,870,23,Não
34,Masculino,24,10,3,2,Padrão,Trimestral,739,26,Não
37,Masculino,59,4,2,16,Padrão,Trimestral,966,17,Não
41,Masculino,29,7,1,20,Padrão,Anual,728,22,Não
27,Masculino,41,7,0,17,Básico,Trimestral,759,11,Não
37,Masculino,38,4,2,8,Prêmio,Trimestral,995,12,Não
48,Masculino,59,6,0,15,Básico,Trimestral,587,26,Não
44,Masculino,9,8,1,13,Prêmio,Trimestral,870,7,Não
22,Masculino,44,8,0,19,Padrão,Trimestral,935,14,Não
38,Masculino,57,1,2,8,Padrão,Trimestral,773,16,Não
48,Masculino,46,5,1,9,Básico,Trimestral,759,25,Não
48,Feminino,31,5,0,20,Padrão,Anual,668,3,Não
18,Masculino,57,9,1,5,Padrão,Anual,510,19,Não
46,Feminino,56,5,4,7,Básico,Trimestral,876,13,Não
43,Feminino,1,3,4,18,Padrão,Anual,927,12,Não
29,Masculino,9,10,1,10,Padrão,Anual,876,11,Não
20,Masculino,41,10,0,18,Básico,Trimestral,836,7,Não
48,Feminino,39,6,0,3,Padrão,Anual,895,4,Não
26,Feminino,2,7,0,11,Padrão,Trimestral,619,4,Não
48,Feminino,10,6,4,5,Padrão,Anual,808,2,Não
42,Feminino,41,3,0,19,Básico,Trimestral,763,9,Não
45,Feminino,44,1,1,3,Prêmio,Anual,851,11,Não
21,Masculino,3,8,2,0,Prêmio,Trimestral,816,2,Não
23,Masculino,37,3,1,7,Básico,Anual,708,6,Não
43,Feminino,38,2,3,0,Prêmio,Anual,883,6,Não
29,Masculino,10,8,0,16,Padrão,Anual,803,6,Não
38,Feminino,51,4,2,7,Básico,Trimestral,728,13,Não
20,Masculino,10,2,0,7,Padrão,Anual,889,19,Não
37,Masculino,53,7,2,1,Básico,Anual,691,12,Não
25,Feminino,39,2,1,4,Básico,Trimestral,550,6,Não
48,Masculino,44,9,0,3,Padrão,Trimestral,600,17,Não
33,Masculino,42,6,1,11,Padrão,Anual,619,13,Não
34,Feminino,20,10,3,18,Básico,Trimestral,942,3,Não
28,Masculino,4,8,0,2,Padrão,Trimestral,993,12,Não
50,Masculino,53,1,3,3,Básico,Trimestral,717,5,Não
36,Masculino,50,1,2,1,Prêmio,Anual,508,13,Não
39,Masculino,9,6,1,8,Prêmio,Anual,878,28,Não
41,Masculino,27,5,3,12,Padrão,Anual,967,20,Não
44,Feminino,26,8,4,13,Padrão,Anual,596,1,Não
44,Masculino,10,1,3,2,Básico,Anual,561,6,Não
34,Masculino,48,3,0,7,Prêmio,Trimestral,945,4,Não
23,Feminino,9,8,0,0,Básico,Trimestral,752,15,Não
39,Masculino,57,6,0,4,Prêmio,Anual,857,10,Não
42,Masculino,60,5,3,3,Básico,Anual,635,28,Não
44,Masculino,49,8,3,16,Básico,Trimestral,653,9,Não
50,Masculino,5,3,1,10,Padrão,Anual,569,2,Não
31,Masculino,39,5,1,2,Básico,Anual,706,8,Não
29,Masculino,40,8,1,11,Básico,Trimestral,815,30,Não
45,Masculino,52,10,4,17,Prêmio,Anual,932,22,Não
32,Masculino,28,5,2,13,Prêmio,Anual,579,29,Não
47,Masculino,53,8,0,15,Básico,Trimestral,969,9,Não
20,Feminino,49,6,1,20,Padrão,Trimestral,756,5,Não
19,Feminino,7,3,0,20,Padrão,Anual,608,6,Não
28,Masculino,18,10,2,20,Prêmio,Trimestral,868,6,Não
20,Masculino,48,10,2,4,Prêmio,Anual,932,16,Não
19,Feminino,44,2,0,15,Básico,Trimestral,734,2,Não
32,Feminino,59,4,0,4,Básico,Trimestral,765,9,Não
48,Masculino,55,6,1,11,Padrão,Trimestral,541,27,Não
24,Masculino,38,7,0,4,Padrão,Trimestral,837,16,Não
21,Feminino,5,1,2,13,Padrão,Anual,787,3,Não
43,Masculino,44,1,3,13,Prêmio,Trimestral,569,4,Não
47,Masculino,54,1,4,0,Prêmio,Trimestral,925,20,Não
44,Feminino,26,4,0,3,Prêmio,Trimestral,770,11,Não
21,Masculino,9,10,0,7,Padrão,Trimestral,634,28,Não
49,Masculino,8,6,2,1,Padrão,Anual,619,1,Não
46,Feminino,45,5,3,1,Básico,Trimestral,855,13,Não
40,Feminino,26,10,3,10,Padrão,Trimestral,884,6,Não
47,Feminino,7,6,2,5,Padrão,Trimestral,886,14,Não
36,Feminino,32,8,1,19,Padrão,Trimestral,634,11,Não
33,Feminino,3,7,1,15,Prêmio,Anual,822,9,Não
48,Feminino,5,6,2,18,Prêmio,Anual,696,2,Não
39,Feminino,40,9,1,12,Básico,Anual,843,6,Não
42,Masculino,1,7,3,5,Padrão,Anual,527,4,Não
42,Masculino,50,2,3,14,Padrão,Trimestral,727,23,Não
29,Feminino,2,4,1,19,Prêmio,Trimestral,662,10,Não
43,Masculino,11,3,4,3,Prêmio,Trimestral,660,27,Não
30,Masculino,39,10,3,1,Básico,Trimestral,981,28,Não
38,Feminino,37,4,2,11,Prêmio,Anual,973,11,Não
43,Feminino,44,2,2,20,Padrão,Anual,914,11,Não
46,Feminino,50,4,4,20,Prêmio,Anual,701,6,Não
36,Masculino,6,6,2,14,Prêmio,Anual,807,30,Não
39,Masculino,56,6,0,3,Básico,Anual,821,5,Não
40,Feminino,59,9,4,4,Padrão,Trimestral,631,9,Não
31,Feminino,31,8,3,13,Prêmio,Trimestral,994,2,Não
24,Masculino,50,8,0,6,Prêmio,Anual,935,14,Não
36,Masculino,30,7,2,1,Padrão,Trimestral,981,28,Não
46,Masculino,25,8,2,20,Prêmio,Anual,554,8,Não
27,Masculino,35,7,0,18,Padrão,Trimestral,508,7,Não
20,Masculino,44,8,1,7,Prêmio,Anual,660,24,Não
26,Masculino,28,10,1,18,Padrão,Anual,682,2,Não
47,Masculino,42,5,4,12,Prêmio,Anual,698,20,Não
44,Masculino,53,5,2,7,Básico,Trimestral,894,19,Não
29,Masculino,3,8,2,6,Prêmio,Trimestral,954,3,Não
32,Feminino,26,6,0,0,Básico,Trimestral,687,8,Não
38,Masculino,9,8,3,1,Prêmio,Anual,637,27,Não
50,Feminino,48,3,0,18,Básico,Trimestral,807,12,Não
50,Masculino,4,1,2,10,Padrão,Trimestral,708,10,Não
48,Masculino,25,2,1,17,Padrão,Trimestral,951,13,Não
33,Masculino,38,4,3,13,Prêmio,Anual,748,7,Não
50,Feminino,30,10,4,16,Prêmio,Trimestral,506,2,Não
39,Masculino,29,9,1,12,Básico,Anual,507,21,Não
26,Masculino,56,6,0,20,Padrão,Anual,939,25,Não
48,Feminino,49,8,0,3,Prêmio,Trimestral,921,13,Não
50,Feminino,41,1,3,17,Básico,Anual,715,13,Não
43,Masculino,37,4,2,0,Prêmio,Anual,736,12,Não
43,Feminino,4,10,4,0,Padrão,Anual,915,9,Não
38,Masculino,43,8,2,16,Básico,Anual,792,29,Não
39,Masculino,21,10,2,3,Básico,Trimestral,672,24,Não
18,Masculino,40,6,1,13,Básico,Anual,507,15,Não
24,Masculino,50,10,1,13,Padrão,Trimestral,896,29,Não
48,Masculino,51,6,0,9,Padrão,Trimestral,841,20,Não
33,Masculino,50,4,0,18,Padrão,Trimestral,707,15,Não
32,Masculino,3,2,2,0,Padrão,Trimestral,743,29,Não
32,Feminino,40,6,2,3,Padrão,Anual,744,9,Não
32,Masculino,46,6,2,13,Básico,Anual,593,3,Não
45,Masculino,25,5,4,1,Prêmio,Trimestral,767,9,Não
34,Masculino,47,6,1,3,Prêmio,Trimestral,566,19,Não
18,Feminino,29,7,0,11,Básico,Anual,990,4,Não
28,Feminino,50,10,2,18,Prêmio,Trimestral,936,12,Não
18,Feminino,57,4,1,12,Padrão,Anual,614,9,Não
39,Feminino,33,7,1,9,Padrão,Anual,965,11,Não
32,Feminino,57,7,3,10,Prêmio,Anual,837,14,Não
37,Masculino,57,7,1,16,Básico,Trimestral,713,21,Não
32,Feminino,25,7,1,9,Padrão,Anual,881,14,Não
49,Feminino,57,2,2,7,Básico,Trimestral,838,8,Não
34,Masculino,48,9,3,16,Básico,Anual,571,16,Não
48,Masculino,26,2,1,13,Prêmio,Anual,526,29,Não
24,Masculino,57,3,2,9,Básico,Trimestral,684,17,Não
27,Masculino,25,4,0,1,Básico,Trimestral,678,13,Não
22,Masculino,29,8,1,0,Padrão,Trimestral,550,6,Não
24,Masculino,3,4,0,16,Padrão,Trimestral,540,9,Não
31,Masculino,26,2,2,15,Padrão,Trimestral,863,10,Não
25,Masculino,45,4,0,3,Prêmio,Anual,733,4,Não
30,Masculino,30,3,3,0,Padrão,Anual,874,2,Não
31,Feminino,50,3,3,16,Básico,Anual,755,3,Não
37,Masculino,28,8,1,20,Padrão,Anual,731,6,Não
41,Masculino,60,7,3,6,Prêmio,Anual,949,3,Não
32,Masculino,56,8,0,3,Padrão,Anual,602,1,Não
40,Feminino,36,3,2,7,Prêmio,Trimestral,876,2,Não
23,Masculino,6,9,2,0,Prêmio,Anual,814,7,Não
35,Masculino,46,4,1,7,Padrão,Trimestral,667,11,Não
19,Masculino,4,2,1,13,Padrão,Anual,887,19,Não
44,Masculino,50,5,4,6,Básico,Trimestral,716,27,Não
46,Feminino,47,9,0,6,Básico,Anual,536,15,Não
38,Masculino,30,1,2,20,Prêmio,Trimestral,503,28,Não
35,Masculino,22,10,0,19,Básico,Anual,828,12,Não
30,Feminino,39,3,3,7,Básico,Anual,917,11,Não
25,Feminino,20,10,2,8,Padrão,Anual,658,2,Não
24,Masculino,55,7,0,5,Padrão,Trimestral,964,30,Não
38,Masculino,32,4,1,16,Padrão,Anual,939,25,Não
43,Masculino,28,9,0,4,Básico,Trimestral,605,8,Não
44,Masculino,30,10,0,11,Padrão,Trimestral,963,7,Não
33,Masculino,11,2,1,9,Prêmio,Anual,709,26,Não
41,Feminino,38,4,2,17,Padrão,Anual,889,15,Não
50,Masculino,59,6,1,17,Padrão,Trimestral,801,15,Não
26,Masculino,46,9,2,1,Básico,Anual,814,9,Não
30,Masculino,38,2,0,14,Padrão,Anual,843,12,Não
24,Masculino,36,8,0,16,Prêmio,Trimestral,950,2,Não
47,Masculino,29,6,4,20,Prêmio,Trimestral,827,30,Não
44,Masculino,31,7,3,15,Básico,Trimestral,969,10,Não
40,Feminino,38,1,1,8,Prêmio,Trimestral,694,5,Não
34,Masculino,9,10,2,18,Básico,Anual,737,25,Não
43,Masculino,43,7,3,15,Básico,Trimestral,593,26,Não
27,Masculino,29,5,2,14,Prêmio,Trimestral,691,1,Não
22,Masculino,10,5,2,20,Prêmio,Trimestral,866,23,Não
36,Feminino,37,9,0,12,Básico,Trimestral,971,4,Não
32,Masculino,9,10,2,4,Básico,Trimestral,800,10,Não
45,Masculino,9,7,0,2,Padrão,Anual,924,20,Não
27,Masculino,52,5,0,15,Padrão,Anual,540,10,Não
36,Feminino,39,9,0,7,Básico,Anual,875,10,Não
48,Masculino,45,10,4,7,Prêmio,Anual,523,25,Não
44,Masculino,38,4,2,2,Padrão,Trimestral,817,6,Não
46,Feminino,42,6,4,5,Básico,Anual,600,15,Não
46,Masculino,38,3,0,9,Básico,Anual,571,24,Não
24,Feminino,54,5,1,20,Padrão,Anual,743,5,Não
33,Masculino,49,5,0,8,Prêmio,Trimestral,510,25,Não
41,Masculino,44,10,1,13,Padrão,Trimestral,611,9,Não
50,Masculino,2,4,3,12,Prêmio,Trimestral,916,18,Não
30,Feminino,30,4,0,9,Prêmio,Trimestral,746,14,Não
23,Masculino,45,8,2,6,Básico,Anual,875,26,Não
44,Masculino,7,5,2,0,Básico,Anual,654,5,Não
26,Feminino,45,5,1,17,Básico,Anual,975,9,Não
45,Masculino,10,9,2,1,Padrão,Trimestral,942,16,Não
24,Masculino,27,1,1,17,Básico,Anual,514,12,Não
20,Masculino,8,1,1,11,Prêmio,Trimestral,863,5,Não
47,Masculino,33,4,4,3,Padrão,Anual,757,7,Não
41,Masculino,54,2,2,10,Padrão,Trimestral,851,24,Não
41,Masculino,16,10,2,7,Padrão,Trimestral,937,1,Não
36,Masculino,44,9,3,8,Padrão,Anual,996,10,Não
44,Masculino,28,8,0,14,Padrão,Anual,725,11,Não
35,Masculino,60,5,2,7,Padrão,Trimestral,881,17,Não
45,Masculino,31,2,0,20,Básico,Anual,543,25,Não
33,Feminino,44,3,3,11,Padrão,Anual,923,11,Não
25,Masculino,43,9,1,4,Prêmio,Trimestral,753,6,Não
30,Masculino,43,6,3,3,Padrão,Anual,781,10,Não
44,Masculino,38,1,3,12,Básico,Trimestral,810,3,Não
38,Masculino,31,1,1,14,Básico,Trimestral,547,26,Não
47,Feminino,40,5,1,7,Prêmio,Anual,926,10,Não
27,Masculino,2,6,0,14,Prêmio,Anual,511,13,Não
28,Masculino,52,5,1,17,Padrão,Trimestral,722,21,Não
44,Masculino,40,4,1,6,Básico,Anual,877,2,Não
34,Masculino,7,5,0,15,Prêmio,Trimestral,723,8,Não
41,Feminino,53,1,0,14,Padrão,Anual,735,5,Não
49,Masculino,31,8,0,9,Básico,Trimestral,902,11,Não
26,Masculino,33,8,1,15,Prêmio,Trimestral,796,12,Não
20,Feminino,44,2,1,0,Prêmio,Trimestral,820,13,Não
35,Masculino,33,8,1,13,Padrão,Trimestral,964,2,Não
49,Feminino,43,10,0,20,Padrão,Anual,673,13,Não
32,Feminino,33,1,2,15,Prêmio,Anual,648,12,Não
48,Masculino,3,7,2,6,Padrão,Anual,559,18,Não
50,Masculino,9,4,1,4,Básico,Trimestral,511,20,Não
38,Masculino,6,3,0,14,Prêmio,Trimestral,815,17,Não
44,Feminino,50,2,0,1,Básico,Trimestral,553,3,Não
44,Feminino,27,10,3,6,Padrão,Trimestral,717,11,Não
20,Feminino,6,6,0,9,Básico,Trimestral,775,4,Não
25,Masculino,29,8,1,4,Básico,Trimestral,636,18,Não
31,Masculino,49,2,2,11,Prêmio,Anual,926,3,Não
49,Masculino,39,2,2,7,Prêmio,Anual,838,5,Não
44,Masculino,22,10,3,16,Básico,Trimestral,876,24,Não
45,Masculino,51,7,1,15,Prêmio,Trimestral,841,1,Não
49,Masculino,44,5,3,0,Padrão,Anual,698,14,Não
41,Feminino,49,7,0,17,Padrão,Trimestral,761,10,Não
48,Feminino,10,1,4,14,Prêmio,Trimestral,982,4,Não
35,Feminino,31,5,2,18,Padrão,Anual,574,6,Não
50,Feminino,57,8,3,20,Padrão,Anual,650,10,Não
42,Masculino,51,3,3,7,Básico,Anual,653,22,Não
21,Masculino,31,9,2,8,Padrão,Trimestral,859,8,Não
45,Masculino,47,4,2,9,Básico,Anual,951,22,Não
33,Masculino,50,3,3,6,Padrão,Anual,531,24,Não
40,Masculino,20,10,2,20,Prêmio,Anual,855,5,Não
42,Masculino,4,5,2,0,Prêmio,Trimestral,642,14,Não
35,Feminino,59,5,3,19,Padrão,Anual,538,3,Não
45,Masculino,9,4,3,18,Prêmio,Trimestral,984,22,Não
29,Masculino,51,6,0,0,Básico,Anual,502,29,Não
25,Masculino,4,7,2,1,Padrão,Anual,876,13,Não
34,Feminino,45,2,0,2,Básico,Anual,746,6,Não
24,Masculino,54,3,2,14,Padrão,Trimestral,799,11,Não
30,Masculino,50,10,0,19,Prêmio,Anual,824,25,Não
35,Feminino,7,6,1,18,Padrão,Trimestral,881,11,Não
41,Masculino,47,8,1,12,Básico,Trimestral,639,13,Não
43,Masculino,37,6,2,3,Básico,Trimestral,633,21,Não
32,Feminino,7,1,1,14,Básico,Trimestral,848,12,Não
30,Feminino,8,4,1,3,Prêmio,Trimestral,691,9,Não
18,Masculino,3,5,0,11,Padrão,Anual,967,12,Não
38,Masculino,1,10,1,5,Prêmio,Anual,703,12,Não
41,Feminino,56,5,2,17,Básico,Trimestral,932,13,Não
43,Masculino,33,2,0,16,Prêmio,Trimestral,976,3,Não
50,Feminino,36,9,2,18,Prêmio,Anual,833,9,Não
48,Feminino,31,9,0,15,Prêmio,Anual,954,7,Não
29,Masculino,8,9,1,18,Prêmio,Anual,763,12,Não
46,Masculino,43,2,3,5,Prêmio,Trimestral,685,23,Não
33,Masculino,40,5,0,13,Básico,Trimestral,879,13,Não
27,Masculino,11,7,2,18,Padrão,Anual,924,20,Não
45,Masculino,28,4,0,18,Básico,Anual,883,8,Não
31,Masculino,34,8,3,20,Padrão,Anual,560,8,Não
35,Feminino,40,1,1,1,Básico,Anual,679,5,Não
